Collection date,GISAID_ID,Originating lab,site
9/22/22,EPI_ISL_16672766,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/22/22,EPI_ISL_15754480,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/22/22,EPI_ISL_16672767,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/22/22,EPI_ISL_15754482,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/22/22,EPI_ISL_16672768,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/22/22,EPI_ISL_15754484,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/22/22,EPI_ISL_16672769,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/22/22,EPI_ISL_16672770,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/22/22,EPI_ISL_16672771,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/22/22,EPI_ISL_16672772,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/22/22,EPI_ISL_15754489,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/22/22,EPI_ISL_15754490,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/22/22,EPI_ISL_15754491,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/22/22,EPI_ISL_15754492,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/23/22,EPI_ISL_15754493,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/23/22,EPI_ISL_15754494,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/23/22,EPI_ISL_15754495,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/23/22,EPI_ISL_15754496,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/24/22,EPI_ISL_15754497,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/24/22,EPI_ISL_15754498,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/24/22,EPI_ISL_15754499,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/24/22,EPI_ISL_15754500,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/25/22,EPI_ISL_16672773,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/25/22,EPI_ISL_15754502,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/25/22,EPI_ISL_15754503,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/25/22,EPI_ISL_15754504,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/26/22,EPI_ISL_15754505,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/26/22,EPI_ISL_15754506,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/26/22,EPI_ISL_15754507,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/27/22,EPI_ISL_15754508,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/26/22,EPI_ISL_15754509,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/26/22,EPI_ISL_15754510,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/26/22,EPI_ISL_15754511,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/26/22,EPI_ISL_15754512,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/26/22,EPI_ISL_15754513,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/26/22,EPI_ISL_16672774,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/26/22,EPI_ISL_15754515,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/26/22,EPI_ISL_15754516,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/26/22,EPI_ISL_16672775,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/27/22,EPI_ISL_15754518,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/27/22,EPI_ISL_15754519,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/27/22,EPI_ISL_15754520,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/27/22,EPI_ISL_16672776,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/27/22,EPI_ISL_15754522,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/27/22,EPI_ISL_15754523,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/27/22,EPI_ISL_15754524,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/27/22,EPI_ISL_15754525,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/27/22,EPI_ISL_15754526,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/28/22,EPI_ISL_15754527,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/28/22,EPI_ISL_15754528,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/28/22,EPI_ISL_16672777,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/28/22,EPI_ISL_16672778,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/28/22,EPI_ISL_15754531,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
9/28/22,EPI_ISL_15754532,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/20/22,EPI_ISL_15800580,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/20/22,EPI_ISL_16673345,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/20/22,EPI_ISL_15800582,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/22/22,EPI_ISL_16673346,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/21/22,EPI_ISL_15800584,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/21/22,EPI_ISL_15800585,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/21/22,EPI_ISL_15800586,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/21/22,EPI_ISL_15800587,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/22/22,EPI_ISL_15800588,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/22/22,EPI_ISL_15800589,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/23/22,EPI_ISL_15800590,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/24/22,EPI_ISL_15800591,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/24/22,EPI_ISL_15800592,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/24/22,EPI_ISL_15800593,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/24/22,EPI_ISL_16673347,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/24/22,EPI_ISL_15800595,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/24/22,EPI_ISL_15800596,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/24/22,EPI_ISL_15800597,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/24/22,EPI_ISL_15800598,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/25/22,EPI_ISL_15800599,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/26/22,EPI_ISL_15800600,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/26/22,EPI_ISL_15800601,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/26/22,EPI_ISL_15800602,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/24/22,EPI_ISL_15800603,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/24/22,EPI_ISL_15800604,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/26/22,EPI_ISL_15800605,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/26/22,EPI_ISL_15800606,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/27/22,EPI_ISL_15800607,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/28/22,EPI_ISL_15800608,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/27/22,EPI_ISL_15800609,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/27/22,EPI_ISL_15800610,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/27/22,EPI_ISL_15800611,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/27/22,EPI_ISL_15800612,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/27/22,EPI_ISL_15800613,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/27/22,EPI_ISL_15800614,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/27/22,EPI_ISL_15800615,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/27/22,EPI_ISL_15800616,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/27/22,EPI_ISL_15800617,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/27/22,EPI_ISL_15800618,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/28/22,EPI_ISL_15800619,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/28/22,EPI_ISL_15800620,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/29/22,EPI_ISL_15800621,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/29/22,EPI_ISL_15800622,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/29/22,EPI_ISL_15800623,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/30/22,EPI_ISL_15800624,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/30/22,EPI_ISL_15800625,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/31/22,EPI_ISL_15800626,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/31/22,EPI_ISL_15800627,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/31/22,EPI_ISL_15800628,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/31/22,EPI_ISL_16672779,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/31/22,EPI_ISL_16672780,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/31/22,EPI_ISL_15800631,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/31/22,EPI_ISL_15800632,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
10/31/22,EPI_ISL_15800633,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/1/22,EPI_ISL_15800634,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/1/22,EPI_ISL_15800635,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/1/22,EPI_ISL_15800636,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/1/22,EPI_ISL_15800637,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/1/22,EPI_ISL_15800638,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/1/22,EPI_ISL_15800639,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/1/22,EPI_ISL_16672781,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/1/22,EPI_ISL_15800641,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/2/22,EPI_ISL_15800642,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/2/22,EPI_ISL_15800643,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/2/22,EPI_ISL_16672782,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/2/22,EPI_ISL_15800645,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/2/22,EPI_ISL_15800646,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/2/22,EPI_ISL_16037184,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/2/22,EPI_ISL_16037185,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/3/22,EPI_ISL_16037186,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/3/22,EPI_ISL_16037187,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/3/22,EPI_ISL_16037188,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/3/22,EPI_ISL_16037189,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/3/22,EPI_ISL_16037190,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/3/22,EPI_ISL_16037191,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/3/22,EPI_ISL_16037192,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/3/22,EPI_ISL_16037193,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/3/22,EPI_ISL_16037194,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/3/22,EPI_ISL_16037195,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/4/22,EPI_ISL_16037196,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/4/22,EPI_ISL_16037197,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/5/22,EPI_ISL_16037198,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/5/22,EPI_ISL_16037199,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/6/22,EPI_ISL_16037200,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/6/22,EPI_ISL_16037201,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/6/22,EPI_ISL_16037202,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/6/22,EPI_ISL_16037203,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/7/22,EPI_ISL_16037204,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/7/22,EPI_ISL_16037205,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/7/22,EPI_ISL_16037206,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/7/22,EPI_ISL_16037207,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/7/22,EPI_ISL_16037208,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/7/22,EPI_ISL_16037209,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/7/22,EPI_ISL_16037210,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/7/22,EPI_ISL_16037211,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/7/22,EPI_ISL_16037212,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/8/22,EPI_ISL_16037213,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/8/22,EPI_ISL_16037214,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/8/22,EPI_ISL_16037215,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/8/22,EPI_ISL_16037216,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/8/22,EPI_ISL_16037217,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/8/22,EPI_ISL_16037218,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/8/22,EPI_ISL_16037219,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/8/22,EPI_ISL_16037220,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/9/22,EPI_ISL_16037221,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/9/22,EPI_ISL_16037222,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/9/22,EPI_ISL_16037223,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/9/22,EPI_ISL_16037224,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/9/22,EPI_ISL_16037225,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/9/22,EPI_ISL_16037226,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/9/22,EPI_ISL_16037227,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/9/22,EPI_ISL_16037228,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/9/22,EPI_ISL_16037229,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/9/22,EPI_ISL_16037230,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/9/22,EPI_ISL_16037231,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/11/22,EPI_ISL_16039450,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/10/22,EPI_ISL_16039451,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/10/22,EPI_ISL_16039452,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/10/22,EPI_ISL_16039453,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/10/22,EPI_ISL_16039454,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/10/22,EPI_ISL_16039455,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/10/22,EPI_ISL_16039456,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/10/22,EPI_ISL_16039457,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/10/22,EPI_ISL_16039458,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/10/22,EPI_ISL_16039459,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/10/22,EPI_ISL_16672537,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/11/22,EPI_ISL_16039461,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/11/22,EPI_ISL_16672549,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/11/22,EPI_ISL_16672555,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/11/22,EPI_ISL_16039464,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/11/22,EPI_ISL_16039465,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/11/22,EPI_ISL_16039466,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/11/22,EPI_ISL_16039467,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/12/22,EPI_ISL_16672580,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/12/22,EPI_ISL_16039469,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/12/22,EPI_ISL_16039470,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/12/22,EPI_ISL_16039471,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/12/22,EPI_ISL_16039472,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/14/22,EPI_ISL_16672605,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/14/22,EPI_ISL_16039474,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/14/22,EPI_ISL_16039475,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/14/22,EPI_ISL_16039476,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/14/22,EPI_ISL_16039477,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/14/22,EPI_ISL_16039478,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/15/22,EPI_ISL_16039479,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/15/22,EPI_ISL_16039480,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/15/22,EPI_ISL_16039481,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/15/22,EPI_ISL_16039482,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/15/22,EPI_ISL_16039483,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/15/22,EPI_ISL_16672656,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/15/22,EPI_ISL_16039485,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/15/22,EPI_ISL_16039486,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/15/22,EPI_ISL_16039487,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/16/22,EPI_ISL_16672678,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/16/22,EPI_ISL_16039489,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/16/22,EPI_ISL_16039490,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/16/22,EPI_ISL_16039491,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/16/22,EPI_ISL_16039492,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/16/22,EPI_ISL_16039493,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/16/22,EPI_ISL_16039494,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/16/22,EPI_ISL_16039495,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/16/22,EPI_ISL_16039496,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/23/22,EPI_ISL_16466441,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/23/22,EPI_ISL_16466442,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/23/22,EPI_ISL_16466443,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/23/22,EPI_ISL_16466444,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/23/22,EPI_ISL_16466445,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/23/22,EPI_ISL_16466446,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/23/22,EPI_ISL_16466447,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/24/22,EPI_ISL_16466448,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/25/22,EPI_ISL_16466449,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/25/22,EPI_ISL_16466450,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/26/22,EPI_ISL_16466451,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/26/22,EPI_ISL_16466452,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/26/22,EPI_ISL_16466453,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/26/22,EPI_ISL_16466454,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/27/22,EPI_ISL_16466455,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/27/22,EPI_ISL_16466456,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/27/22,EPI_ISL_16466457,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/27/22,EPI_ISL_16466458,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/27/22,EPI_ISL_16673723,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/27/22,EPI_ISL_16466460,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/27/22,EPI_ISL_16466461,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/27/22,EPI_ISL_16466462,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/28/22,EPI_ISL_16466463,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/28/22,EPI_ISL_16673721,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/28/22,EPI_ISL_16466465,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/28/22,EPI_ISL_16466466,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/29/22,EPI_ISL_16466467,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/29/22,EPI_ISL_16466468,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/29/22,EPI_ISL_16466469,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/30/22,EPI_ISL_16466470,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/29/22,EPI_ISL_16673720,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/29/22,EPI_ISL_16466472,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/29/22,EPI_ISL_16466473,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/29/22,EPI_ISL_16673722,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/29/22,EPI_ISL_16673719,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/29/22,EPI_ISL_16466476,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/29/22,EPI_ISL_16466477,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/29/22,EPI_ISL_16466478,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/29/22,EPI_ISL_16466479,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/29/22,EPI_ISL_16466480,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/30/22,EPI_ISL_16466481,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
11/30/22,EPI_ISL_16466482,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
